,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,Fraud,acid_balance_ratio,sulfur_preservation_index,ph_volatile_interaction,low_sulfur_indicator,acidity_sugar_balance
4778,8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35,10.5,Fraud,True,1,0.023529411764705882,3.010986173307519,0.6000000000000001,0,11.726057546238405
4779,6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,Legit,True,0,0.03692307692307692,3.2676869155073254,0.7776000000000001,0,9.723764575591614
4780,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,Legit,True,0,0.019277108433734938,3.673598658373521,0.46880000000000005,0,3.8699915642525773
4781,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,Legit,True,0,0.021818181818181816,2.009519330320387,0.39,1,8.107946129795975
4782,6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,Legit,True,0,0.03692307692307692,3.2676869155073254,0.7776000000000001,0,9.723764575591614
4783,6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,Legit,True,0,0.016129032258064516,1.9500337378997747,0.31400000000000006,1,9.08897875760047
4784,6.5,0.21,0.4,7.3,0.0409999999999999,49.0,115.0,0.99268,3.21,0.43,11.0,Legit,True,0,0.03230769230769231,4.569273560377538,0.6740999999999999,0,3.170694631657485
4785,8.7,0.3,0.59,1.7,0.046,10.0,70.0,0.99373,3.06,0.56,10.8,Fraud,True,1,0.034482758620689655,1.1952286093343936,0.9179999999999999,1,9.061146674546958
4786,6.7,0.18,0.37,1.3,0.027,42.0,125.0,0.98939,3.24,0.37,12.8,Legit,True,0,0.026865671641791045,3.7565942021996466,0.5832,0,8.260204877760781
4787,7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,Legit,True,0,0.02428571428571429,3.7870124656032154,0.5287000000000001,0,3.582349061318255
4788,6.6,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,3.15,0.36,10.2,Legit,True,0,0.02878787878787879,3.452378733412503,0.5985,0,6.594669726207506
4789,5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.98952,3.32,0.6,12.5,Legit,True,0,0.048275862068965524,2.903416015903251,0.9296000000000001,0,6.635448541058731
4790,7.6,0.24,0.44,3.8,0.037,49.0,146.0,0.9911,3.06,0.37,11.6,Legit,True,0,0.031578947368421054,4.055268854151603,0.7343999999999999,0,4.998036747215136
4791,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,Legit,True,0,0.019277108433734938,3.673598658373521,0.46880000000000005,0,3.8699915642525773
4792,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,Legit,True,0,0.021818181818181816,2.009519330320387,0.39,1,8.107946129795975
4793,5.7,0.16,0.32,1.2,0.036,7.0,89.0,0.99111,3.26,0.48,11.0,Legit,True,0,0.028070175438596492,0.741998516004452,0.5216,1,7.432234505734918
4794,7.0,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52,10.9,Legit,True,0,0.03,3.246010684802756,0.6594,0,3.9173081068675106
4795,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,Legit,True,0,0.034374999999999996,3.1057477829563984,0.6534000000000001,0,2.862658851290909
4796,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,Legit,True,0,0.043037974683544304,4.187092789961315,1.0064,0,4.089526848682968
4797,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,Legit,True,0,0.034374999999999996,3.1057477829563984,0.6534000000000001,0,2.862658851290909
4798,6.8,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,3.18,0.53,12.0,Legit,True,0,0.030882352941176472,3.6363636363636362,0.6678000000000001,0,3.5263798270290465
4799,5.2,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31,12.4,Legit,True,0,0.05961538461538461,3.8200920732720385,0.9734,0,3.0470796964616906
4800,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,Legit,True,0,0.043037974683544304,4.187092789961315,1.0064,0,4.089526848682968
4801,5.6,0.42,0.34,2.4,0.022,34.0,97.0,0.98915,3.22,0.38,12.8,Legit,True,0,0.075,3.452176961454305,1.3524,0,4.919203184215329
4802,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,Legit,True,0,0.034374999999999996,3.1057477829563984,0.6534000000000001,0,2.862658851290909
4803,6.8,0.28,0.34,7.5,0.035,34.0,177.0,0.99692,3.33,0.43,9.1,Legit,True,0,0.0411764705882353,2.555596495209618,0.9324000000000001,0,3.3083089302403885
4804,6.8,0.45,0.36,5.0,0.033,28.0,156.0,0.991,3.11,0.4,12.4,Legit,True,0,0.0661764705882353,2.24179415327122,1.3995,1,4.046302042496543
4805,6.6,0.29,0.39,6.75,0.031,22.0,98.0,0.9913,3.15,0.8,12.9,Legit,True,0,0.04393939393939394,2.2223355980148636,0.9134999999999999,1,3.3647624556213787
4806,6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,Legit,True,0,0.030882352941176472,2.138089935299395,0.6488999999999999,1,8.890778820000302
4807,6.8,0.25,0.24,1.6,0.045,39.0,164.0,0.99402,3.53,0.58,10.8,Legit,True,0,0.03676470588235294,3.0453883568278184,0.8825,0,7.378247572741076
4808,6.4,0.21,0.34,16.05,0.04,56.0,142.0,0.99678,3.11,0.38,10.6,Legit,True,0,0.032812499999999994,4.699415606461459,0.6530999999999999,0,2.3306240943472876
4809,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,0.52,9.0,Legit,True,0,0.056896551724137934,2.816729000836066,1.0329,1,3.4212181407591458
4810,8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,Legit,True,0,0.03658536585365854,4.190279412931978,0.9119999999999999,0,3.2752083936943897
4811,6.4,0.24,0.32,0.95,0.0409999999999999,23.0,131.0,0.99033,3.25,0.35,11.8,Legit,True,0,0.0375,2.009519330320387,0.78,1,9.94265941671768
4812,7.5,0.18,0.45,4.6,0.0409999999999999,67.0,158.0,0.9927,3.01,0.38,10.6,Legit,True,0,0.024,5.330233803977391,0.5418,0,4.457945731052621
4813,5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,3.34,0.48,12.3,Legit,True,0,0.06442307692307693,1.9762098586449277,1.1189,1,5.572605204846379
4814,7.1,0.14,0.33,1.0,0.104,20.0,54.0,0.99057,3.19,0.64,11.5,Legit,True,0,0.01971830985915493,2.721655269759087,0.44660000000000005,1,10.445112096036095
4815,7.2,0.13,0.46,1.3,0.044,48.0,111.0,0.99127,2.97,0.45,11.1,Legit,True,0,0.018055555555555557,4.555958379611996,0.38610000000000005,0,8.800479906102694
4816,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,0.52,9.0,Legit,True,0,0.056896551724137934,2.816729000836066,1.0329,1,3.4212181407591458
4817,6.5,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44,9.9,Fraud,True,1,0.04461538461538461,0.7593263966019992,0.8699999999999999,1,5.4200197250044315
4818,6.2,0.35,0.31,2.6,0.036,37.0,92.0,0.98938,3.27,0.53,12.8,Legit,True,0,0.0564516129032258,3.8575166600558837,1.1444999999999999,0,5.113456891786051
4819,9.0,0.38,0.53,2.1,0.102,19.0,76.0,0.99001,2.93,0.57,12.9,Legit,True,0,0.042222222222222223,2.1794494717703365,1.1134000000000002,1,8.290597926883736
4820,6.6,0.24,0.38,12.75,0.034,8.0,74.0,0.99386,3.1,0.57,12.9,Legit,True,0,0.03636363636363636,0.9299811099505543,0.744,1,2.609652301627335
4821,6.6,0.16,0.34,1.1,0.037,41.0,115.0,0.9899,3.01,0.68,12.0,Legit,True,0,0.024242424242424246,3.8232697137852867,0.4816,0,9.111281495697886
4822,8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,Legit,True,0,0.03658536585365854,4.190279412931978,0.9119999999999999,0,3.2752083936943897
4823,5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,Legit,True,0,0.02631578947368421,4.638594214995608,0.483,0,3.780138099141242
4824,6.6,0.33,0.4,2.65,0.0409999999999999,35.0,86.0,0.98916,3.11,0.39,13.3,Legit,True,0,0.05,3.7741470621203446,1.0263,0,5.352479019093979
4825,5.7,0.2,0.3,2.5,0.046,38.0,125.0,0.99276,3.34,0.5,9.9,Legit,True,0,0.03508771929824561,3.3988233257996803,0.668,0,4.709590040872776
4826,6.8,0.27,0.37,8.2,0.055,52.0,192.0,0.99586,3.11,0.52,9.5,Legit,True,0,0.03970588235294118,3.7527767497325675,0.8397,0,3.1858277308944585
4827,6.8,0.27,0.42,7.3,0.054,58.0,200.0,0.99556,3.12,0.49,9.4,Legit,True,0,0.03970588235294118,4.1012193308819755,0.8424,0,3.3408064151741312
4828,6.2,0.2,0.26,1.1,0.047,42.0,119.0,0.99158,3.48,0.6,11.0,Legit,True,0,0.03225806451612903,3.8501336875184875,0.6960000000000001,0,8.626065321370781
4829,6.7,0.13,0.57,6.6,0.0559999999999999,60.0,150.0,0.99548,2.96,0.43,9.4,Legit,True,0,0.019402985074626865,4.898979485566357,0.38480000000000003,0,3.367603925954876
4830,6.8,0.21,0.37,7.0,0.038,27.0,107.0,0.99206,2.98,0.82,11.5,Legit,True,0,0.030882352941176472,2.6101885204232915,0.6258,1,3.3710974122105446
4831,6.7,0.31,0.32,14.5,0.038,6.0,79.0,0.99412,3.14,0.34,12.5,Legit,True,0,0.04626865671641791,0.6750527405556144,0.9734,1,2.5576100534174433
4832,6.2,0.2,0.29,11.8,0.035,21.0,93.0,0.99364,3.18,0.34,11.9,Legit,True,0,0.03225806451612903,2.177598558933893,0.6360000000000001,1,2.5103501236217967
4833,6.6,0.25,0.34,3.0,0.054,22.0,141.0,0.99338,3.26,0.47,10.4,Legit,True,0,0.03787878787878788,1.8527342263463418,0.815,1,4.941230515044699
4834,5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,Legit,True,0,0.02631578947368421,4.638594214995608,0.483,0,3.780138099141242
4835,6.9,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5,Legit,True,0,0.03188405797101449,3.7054684526926835,0.6842,0,3.6589561976726253
4836,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,Legit,True,0,0.0359375,3.546580225021987,0.7314,0,3.848460963135271
4837,7.6,0.27,0.29,2.5,0.059,37.0,115.0,0.99328,3.09,0.37,9.8,Legit,True,0,0.03552631578947369,3.450267790489161,0.8343,0,6.282114173164193
4838,6.6,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4,12.3,Legit,True,0,0.05151515151515152,2.914609664251715,1.054,1,4.757938107037912
4839,6.4,0.16,0.42,1.0,0.036,29.0,113.0,0.9908,3.18,0.52,11.0,Legit,True,0,0.024999999999999998,2.728090518312432,0.5088,1,9.464079468231601
4840,5.8,0.3,0.42,1.1,0.036,19.0,113.0,0.98871,3.1,0.46,12.6,Legit,True,0,0.05172413793103448,1.7873696499288347,0.9299999999999999,1,8.221718509431525
4841,7.0,0.29,0.35,1.4,0.036,42.0,109.0,0.99119,3.31,0.62,11.6,Legit,True,0,0.041428571428571426,4.022870397928836,0.9599,0,8.326967816159822
4842,6.6,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4,12.3,Legit,True,0,0.05151515151515152,2.914609664251715,1.054,1,4.757938107037912
4843,6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,3.19,0.22,13.4,Legit,True,0,0.03134328358208955,2.156655464068768,0.6698999999999999,1,3.062208719855431
4844,7.6,0.27,0.29,2.5,0.059,37.0,115.0,0.99328,3.09,0.37,9.8,Legit,True,0,0.03552631578947369,3.450267790489161,0.8343,0,6.282114173164193
4845,6.8,0.22,0.41,6.7,0.034,39.0,116.0,0.99245,3.18,0.46,11.5,Legit,True,0,0.03235294117647059,3.6210590944525114,0.6996,0,3.4391191880407344
4846,7.7,0.27,0.49,3.8,0.037,46.0,139.0,0.99116,3.04,0.38,11.6,Legit,True,0,0.03506493506493507,3.9016690765278663,0.8208000000000001,0,5.0809123565439585
4847,6.4,0.25,0.37,4.5,0.039,41.0,147.0,0.9921,3.18,0.4,11.1,Legit,True,0,0.0390625,3.3816230052535223,0.795,0,3.900869594913695
4848,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,Legit,True,0,0.0359375,3.546580225021987,0.7314,0,3.848460963135271
4849,6.7,0.13,0.45,4.2,0.043,52.0,131.0,0.99162,3.06,0.54,11.3,Legit,True,0,0.019402985074626865,4.543261094637397,0.39780000000000004,0,4.1427618149673755
4850,6.7,0.24,0.37,11.3,0.043,64.0,173.0,0.99632,3.08,0.53,9.9,Legit,True,0,0.035820895522388055,4.865829896126115,0.7392,0,2.765381750002147
4851,7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33,12.6,Legit,True,0,0.036619718309859155,3.025290226140453,0.7956000000000001,0,3.9320394488391206
4852,5.3,0.3,0.16,4.2,0.0289999999999999,37.0,100.0,0.9905,3.3,0.36,11.8,Legit,True,0,0.05660377358490566,3.7,0.9899999999999999,0,3.3967007560493854
4853,7.1,0.38,0.4,2.2,0.042,54.0,201.0,0.99177,3.03,0.5,11.4,Legit,True,0,0.053521126760563385,3.808866325636431,1.1514,0,6.430808401577461
4854,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,Legit,True,0,0.025675675675675674,2.807281427919909,0.5890000000000001,0,2.769224009335007
4855,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,Legit,True,0,0.025675675675675674,2.807281427919909,0.5890000000000001,0,2.769224009335007
4856,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,Legit,True,0,0.025675675675675674,2.807281427919909,0.5890000000000001,0,2.769224009335007
4857,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,Legit,True,0,0.025675675675675674,2.807281427919909,0.5890000000000001,0,2.769224009335007
4858,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,Legit,True,0,0.025675675675675674,2.807281427919909,0.5890000000000001,0,2.769224009335007
4859,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,Legit,True,0,0.025675675675675674,2.807281427919909,0.5890000000000001,0,2.769224009335007
4860,6.3,0.32,0.32,1.5,0.03,24.0,101.0,0.98923,3.21,0.42,13.0,Legit,True,0,0.050793650793650794,2.388089256503974,1.0272000000000001,1,7.224781141744869
4861,7.6,0.19,0.32,18.75,0.047,32.0,193.0,1.00014,3.1,0.5,9.3,Legit,True,0,0.025,2.3034104023958224,0.5890000000000001,0,2.61133060118948
4862,6.5,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62,12.6,Legit,True,0,0.04,3.753259453027346,0.8372,0,4.429718605085484
4863,5.9,0.24,0.12,1.4,0.035,60.0,247.0,0.99358,3.34,0.44,9.6,Legit,True,0,0.04067796610169491,3.8177085778546664,0.8016,0,7.013385787547505
4864,4.2,0.215,0.23,5.1,0.0409999999999999,64.0,157.0,0.99688,3.42,0.44,8.0,Fraud,True,1,0.05119047619047619,5.107756060592782,0.7353,0,2.4415348203046032
4865,8.1,0.24,0.32,10.5,0.03,34.0,105.0,0.99407,3.11,0.42,11.8,Legit,True,0,0.02962962962962963,3.318060248025013,0.7464,0,3.4147481415306977
4866,5.8,0.23,0.2,2.0,0.043,39.0,154.0,0.99226,3.21,0.39,10.2,Legit,True,0,0.039655172413793106,3.142709559698983,0.7383000000000001,0,5.48874253655983
4867,7.5,0.33,0.36,2.6,0.051,26.0,126.0,0.99097,3.32,0.53,12.7,Legit,True,0,0.044000000000000004,2.3162640965743444,1.0956,1,6.112727856898439
4868,6.6,0.38,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56,9.4,Legit,True,0,0.05757575757575758,2.8710608935035857,1.2578,0,3.0055274315383134
4869,6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,Legit,True,0,0.023437499999999997,1.958260097304659,0.46499999999999997,1,6.361573889051424
4870,6.5,0.32,0.34,5.7,0.044,27.0,91.0,0.99184,3.28,0.6,12.0,Legit,True,0,0.04923076923076923,2.8303690591491795,1.0495999999999999,1,3.5854965638660974
4871,7.5,0.22,0.32,2.4,0.045,29.0,100.0,0.99135,3.08,0.6,11.3,Legit,True,0,0.029333333333333333,2.9,0.6776,1,6.3083469405552055
4872,6.4,0.23,0.32,1.9,0.038,40.0,118.0,0.99074,3.32,0.53,11.8,Legit,True,0,0.0359375,3.6822984715932936,0.7636,0,6.227043430338911
4873,6.1,0.22,0.31,1.4,0.039,40.0,129.0,0.99193,3.45,0.59,10.9,Legit,True,0,0.036065573770491806,3.5218036253024954,0.759,0,7.218989931156388
4874,6.5,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,3.14,0.47,9.8,Fraud,True,1,0.07384615384615384,3.2161210088294787,1.5072,0,10.87474914520538
4875,6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,Legit,True,0,0.03484848484848485,2.3368865956736027,0.7429,1,3.964553299881432
4876,6.4,0.16,0.25,1.4,0.057,21.0,125.0,0.99091,3.23,0.44,11.1,Legit,True,0,0.024999999999999998,1.8782971010998233,0.5168,1,7.493128789301569
4877,6.6,0.38,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56,9.4,Legit,True,0,0.05757575757575758,2.8710608935035857,1.2578,0,3.0055274315383134
4878,7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.99134,3.06,0.47,11.4,Legit,True,0,0.02162162162162162,1.9438547858755881,0.48960000000000004,1,8.635374031573148
4879,6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,Legit,True,0,0.023437499999999997,1.958260097304659,0.46499999999999997,1,6.361573889051424
4880,6.5,0.32,0.3,2.3,0.051,20.0,127.0,0.98964,3.13,0.52,12.8,Legit,True,0,0.04923076923076923,1.7747130188322278,1.0016,1,5.712263719038521
4881,6.7,0.12,0.36,2.3,0.039,43.0,125.0,0.99229,3.07,0.67,10.1,Legit,True,0,0.017910447761194027,3.846036921299638,0.36839999999999995,0,5.712263719038521
4882,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,Legit,True,0,0.030303030303030307,2.7003086243366083,0.5860000000000001,0,4.032260566578215
4883,8.0,0.34,0.25,6.4,0.035,38.0,103.0,0.99148,2.91,0.23,12.2,Legit,True,0,0.0425,3.744251257024314,0.9894000000000002,0,4.166916481366004
4884,6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,Legit,True,0,0.030882352941176472,3.6363636363636362,0.6446999999999999,0,5.150713275588341
4885,6.8,0.23,0.31,2.8,0.047,40.0,122.0,0.99126,3.06,0.64,10.9,Legit,True,0,0.03382352941176471,3.621429841700741,0.7038000000000001,0,5.265913395265829
4886,6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,Legit,True,0,0.030882352941176472,3.6363636363636362,0.6446999999999999,0,5.150713275588341
4887,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,Legit,True,0,0.030303030303030307,2.7003086243366083,0.5860000000000001,0,4.032260566578215
4888,6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,Legit,True,0,0.042424242424242434,4.285714285714286,0.8792000000000001,0,3.1002114269524577
4889,7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,Legit,True,0,0.032051282051282055,1.118033988749895,0.77,1,11.613695079156157
4890,5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,Legit,True,0,0.02142857142857143,2.457864091118742,0.38039999999999996,1,4.202864470237563
4891,6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48,9.4,Legit,True,0,0.042424242424242434,4.235953135844655,0.8792000000000001,0,3.308580627105356
4892,6.8,0.17,0.35,1.8,0.04,29.0,84.0,0.98961,2.91,0.57,12.0,Legit,True,0,0.025,3.16415940842189,0.4947000000000001,1,6.769491604074568
4893,7.3,0.25,0.28,1.5,0.043,19.0,113.0,0.99338,3.38,0.56,10.1,Legit,True,0,0.03424657534246575,1.7873696499288347,0.845,1,8.23974284292655
4894,6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48,9.4,Legit,True,0,0.042424242424242434,4.235953135844655,0.8792000000000001,0,3.308580627105356
4895,6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,Legit,True,0,0.042424242424242434,4.285714285714286,0.8792000000000001,0,3.1002114269524577
4896,6.5,0.25,0.5,7.6,0.047,54.0,184.0,0.99572,3.17,0.45,9.2,Legit,True,0,0.038461538461538464,3.9809328161822224,0.7925,0,3.136963735944049
4897,6.3,0.24,0.35,2.3,0.039,43.0,109.0,0.99056,3.34,0.44,11.8,Legit,True,0,0.03809523809523809,4.118653026450951,0.8016,0,5.4777426279343
4898,6.8,0.32,0.32,8.7,0.0289999999999999,31.0,105.0,0.99146,3.0,0.34,12.3,Legit,True,0,0.047058823529411764,3.025290226140453,0.96,0,3.1336291907980827
4899,7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,Legit,True,0,0.032051282051282055,1.118033988749895,0.77,1,11.613695079156157
4900,5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,Legit,True,0,0.02142857142857143,2.457864091118742,0.38039999999999996,1,4.202864470237563
4901,6.6,0.24,0.28,6.7,0.032,26.0,91.0,0.99172,3.13,0.32,12.3,Legit,True,0,0.03636363636363636,2.7255405754769875,0.7512,1,3.3509366447576387
4902,6.3,0.22,0.34,5.0,0.032,36.0,93.0,0.99012,3.27,0.36,13.5,Legit,True,0,0.03492063492063492,3.733026101029531,0.7194,0,3.638881285114132
4903,6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42,12.8,Legit,True,0,0.05333333333333334,3.440643569016425,1.0528,0,5.935884536914316
4904,6.3,0.19,0.29,2.0,0.022,33.0,96.0,0.98902,3.04,0.54,12.8,Legit,True,0,0.03015873015873016,3.3680483963268704,0.5776,0,5.907452580808174
4905,6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42,12.8,Legit,True,0,0.05333333333333334,3.440643569016425,1.0528,0,5.935884536914316
4906,9.4,0.24,0.29,8.5,0.037,124.0,208.0,0.99395,2.9,0.38,11.0,Fraud,True,1,0.02553191489361702,8.597853041491051,0.696,0,4.281986016191667
4907,6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,Legit,True,0,0.05468749999999999,1.7062503692543616,1.1199999999999999,1,2.586137741898769
4908,6.7,0.46,0.27,5.2,0.039,35.0,96.0,0.99129,3.16,0.44,12.4,Legit,True,0,0.06865671641791045,3.572172541558802,1.4536000000000002,0,3.924256818488674
4909,6.3,0.3,0.29,2.1,0.048,33.0,142.0,0.98956,3.22,0.46,12.9,Legit,True,0,0.047619047619047616,2.769298482379074,0.966,0,5.8334697566559335
4910,6.0,0.19,0.29,1.1,0.047,67.0,152.0,0.9916,3.54,0.59,11.1,Legit,True,0,0.03166666666666667,5.434417607880546,0.6726,0,8.343022553013302
4911,5.9,0.24,0.28,1.3,0.032,36.0,95.0,0.98889,3.08,0.64,12.9,Legit,True,0,0.04067796610169491,3.693522067506555,0.7392,0,7.371752608931861
4912,7.3,0.145,0.33,1.1,0.042,14.0,64.0,0.99012,3.1,0.37,11.8,Legit,True,0,0.019863013698630135,1.75,0.44949999999999996,1,10.034540049625853
4913,6.6,0.435,0.38,9.2,0.0579999999999999,66.0,243.0,0.99833,3.23,0.54,9.1,Legit,True,0,0.06590909090909092,4.233901974057256,1.40505,0,3.029209954279661
4914,5.8,0.18,0.37,1.2,0.036,19.0,74.0,0.98853,3.09,0.49,12.7,Legit,True,0,0.03103448275862069,2.2087051361325662,0.5561999999999999,1,7.584430434180001
4915,5.8,0.18,0.37,1.1,0.036,31.0,96.0,0.98942,3.16,0.48,12.0,Legit,True,0,0.03103448275862069,3.163924251094939,0.5688,0,8.059979784655823
4916,5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.99266,3.24,0.47,11.2,Legit,True,0,0.05714285714285715,3.1228802334353065,1.0368000000000002,0,2.6546913775881205
4917,6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75,12.4,Legit,True,0,0.024242424242424246,2.5373401896661862,0.5104,1,6.565532746562996
4918,5.1,0.21,0.28,1.4,0.047,48.0,148.0,0.99168,3.5,0.49,10.4,Legit,True,0,0.041176470588235294,3.945575695328575,0.735,0,6.065322236462092
4919,7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.9968,3.06,0.54,10.4,Legit,True,0,0.03866666666666666,2.604276879388236,0.8874,1,2.7669162016367252
4920,6.0,0.26,0.33,4.35,0.04,15.0,80.0,0.98934,3.29,0.5,12.7,Legit,True,0,0.043333333333333335,1.6770509831248421,0.8554,1,3.7326413671798826
4921,5.7,0.26,0.3,1.8,0.039,30.0,105.0,0.98995,3.48,0.52,12.5,Legit,True,0,0.0456140350877193,2.9277002188455996,0.9048,0,5.7885466227093865
4922,7.1,0.17,0.31,1.6,0.037,15.0,103.0,0.991,3.14,0.5,12.0,Legit,True,0,0.02394366197183099,1.4779939172464398,0.5338,1,7.6084907594081725
4923,6.9,0.17,0.3,2.0,0.047,13.0,117.0,0.99152,3.16,0.51,11.6,Legit,True,0,0.02463768115942029,1.2018504251546631,0.5372,1,6.43539133225174
4924,6.8,0.25,0.28,5.0,0.035,42.0,126.0,0.99048,3.12,0.38,12.6,Legit,True,0,0.03676470588235294,3.7416573867739413,0.78,0,3.934679917186293
4925,6.6,0.17,0.28,1.8,0.042,62.0,178.0,0.99204,3.15,0.42,10.2,Legit,True,0,0.02575757575757576,4.647096471774341,0.5355,0,6.575245073111166
4926,5.8,0.17,0.36,1.3,0.036,11.0,70.0,0.99202,3.43,0.68,10.4,Legit,True,0,0.02931034482758621,1.314751470267833,0.5831000000000001,1,7.167648709336027
4927,6.4,0.24,0.29,1.0,0.038,18.0,122.0,0.9906,3.3,0.42,11.5,Legit,True,0,0.0375,1.6296434287653334,0.7919999999999999,1,9.579495071502718
4928,6.7,0.21,0.34,1.4,0.049,36.0,112.0,0.99091,3.02,0.5,11.0,Legit,True,0,0.03134328358208955,3.401680257083045,0.6342,0,7.892914624096622
4929,6.7,0.23,0.33,8.1,0.048,45.0,176.0,0.99472,3.11,0.52,10.1,Legit,True,0,0.034328358208955224,3.3920026264998406,0.7153,0,3.1381969367406413
4930,6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,Legit,True,0,0.03382352941176471,3.7273424528752774,0.7084,0,3.1081946666933224
